HEADER_START null
HEADER_END null
rawdatafile null
source_name string
FREQUENCY_START double
FREQUENCY_END double
az_start double
za_start double 
src_raj double 
src_dej double 
tstart  double
tsamp double 
period double 
fch1 double 
fchannel double 
foff double 
nchans int 
telescope_id int 
machine_id int
data_type int
ibeam int
nbeams int
nbits int
barycentric int
pulsarcentric int
nbins int
nsamples long
nifs int
npuls int
refdm double
